hid,geo1,geo2,ea,urbrur,hhsize,statocc,rooms,bedrooms,floor,walls,roof,water,piped_water,toilet,flush_toilet,electricity,cook_fuel,phone,cell,car,bicycle,motorcycle,refrigerator,tv,radio,bank,deaths_12m,exp_01,exp_02,exp_03,exp_04,exp_05,exp_06,exp_07,exp_08,exp_09,exp_10,exp_11,exp_12,tot_exp,tot_food,share_food,pc_exp,quint_nat,quint_urb,quint_rur,hhweight,popweight
8389e1c4f02,5,52,52069,1,4,3,1,1,1,2,8,11,1,31,0,0,4,0,0,0,0,0,0,0,0,0,0,3954,59,410,1328,164,100,161,8,24,64,72,198,6542,3954,0.6039999723434448,1635.5,2,,3,399.85167989590104,1599.4067195836042
84950e2e791,5,52,52066,1,6,1,3,2,6,2,7,43,0,31,0,0,4,0,0,0,0,0,0,0,0,0,0,6329,101,131,875,96,57,243,20,40,17,25,36,7970,6329,0.7940000295639038,1328.3333740234375,1,,2,479.5096317501627,2877.0577905009764
85f6662adff,5,52,52035,2,2,2,1,0,6,3,1,11,1,11,1,1,2,0,1,0,0,0,0,0,1,1,0,1732,92,1084,2950,349,171,793,661,510,457,1228,652,10679,1732,0.16200000047683716,5339.5,5,5,,344.37194416749753,688.7438883349951
8667f5259aa,5,52,52066,1,7,1,2,1,2,7,5,43,0,31,0,0,6,0,0,0,0,0,0,0,0,0,0,4405,248,399,558,296,90,186,26,31,79,81,110,6509,4405,0.6769999861717224,929.8571166992188,1,,1,479.5096317501627,3356.567422251139
896e31faa24,5,52,52069,1,5,3,1,1,2,3,4,21,0,31,0,0,4,0,1,0,1,0,0,0,1,0,0,5977,328,519,579,422,121,751,260,197,204,348,211,9917,5977,0.6029999852180481,1983.4000244140625,2,,3,399.85167989590104,1999.2583994795052
89cfee5ccd7,5,52,52035,2,1,2,1,1,6,3,1,11,1,11,1,1,2,0,1,0,0,0,0,1,0,1,0,1124,105,750,2762,376,119,717,634,457,138,1374,536,9092,1124,0.12399999797344208,9092.0,5,5,,344.37194416749753,344.37194416749753
8b38e3ec2c6,5,52,52069,1,3,3,1,1,2,1,5,41,0,31,0,1,2,0,1,0,0,1,0,1,1,0,0,3109,30,690,930,592,274,947,235,597,177,110,484,8175,3109,0.3799999952316284,2725.0,4,,4,399.85167989590104,1199.5550396877031
8bf7b5d5676,5,52,52005,1,5,1,3,2,1,5,9,43,0,23,2,0,6,0,1,0,1,0,0,0,0,0,0,3803,187,396,565,389,148,173,41,36,55,73,113,5979,3803,0.6359999775886536,1195.800048828125,1,,2,322.5366089785296,1612.683044892648
961fbc183a8,5,52,52035,2,1,1,1,0,2,6,5,11,1,11,1,1,1,0,1,0,0,0,1,1,1,1,0,904,157,539,1080,480,39,428,428,350,88,281,821,5595,904,0.16200000047683716,5595.0,5,5,,344.37194416749753,344.37194416749753
97cf292937d,5,52,52066,1,5,1,1,1,1,3,1,21,0,31,0,0,4,0,0,0,1,0,0,0,0,0,0,2630,283,342,1255,279,95,143,18,50,82,101,284,5562,2630,0.4729999899864197,1112.4000244140625,1,,1,479.5096317501627,2397.548158750814
9a570b05cbc,5,52,52069,1,3,3,1,1,1,5,7,21,0,21,2,1,4,0,1,0,0,0,0,0,1,0,0,3446,80,394,406,334,102,280,233,114,66,204,182,5841,3446,0.5899999737739563,1947.0,2,,3,399.85167989590104,1199.5550396877031
9b458656c85,5,52,52069,1,4,3,3,2,2,3,5,21,0,23,2,1,4,0,0,0,0,0,1,1,0,0,0,5698,163,287,2084,334,116,803,36,132,99,257,242,10251,5698,0.5559999942779541,2562.75,3,,4,399.85167989590104,1599.4067195836042
9efd9d97530,5,52,52035,2,1,3,3,1,6,3,1,11,1,11,1,1,2,0,0,0,0,0,1,1,1,0,0,542,7,61,2271,91,66,68,83,29,6,41,127,3392,542,0.1599999964237213,3392.0,4,3,,344.37194416749753,344.37194416749753
a3a3397fa8e,5,52,52005,1,5,1,2,2,1,2,5,42,0,31,0,1,4,0,1,0,0,0,0,0,1,0,0,6321,133,374,830,370,284,587,104,346,78,177,117,9721,6321,0.6499999761581421,1944.199951171875,2,,3,322.5366089785296,1612.683044892648
a3faad8c485,5,52,52035,2,1,2,1,1,2,3,1,11,1,11,1,1,2,0,1,0,0,0,0,1,1,1,0,1064,26,324,3073,255,207,410,438,209,39,243,374,6662,1064,0.1599999964237213,6662.0,5,5,,344.37194416749753,344.37194416749753
a7b351f4589,5,52,52069,1,5,3,2,1,1,3,5,11,1,22,2,1,5,0,1,0,0,0,1,1,0,0,0,6985,178,588,2865,458,158,1210,145,428,494,716,359,14584,6985,0.4790000021457672,2916.800048828125,4,,5,399.85167989590104,1999.2583994795052
aea8719e7de,5,52,52069,1,3,2,2,1,1,3,5,21,0,96,2,1,3,0,1,0,0,0,0,0,0,0,0,2013,130,310,726,196,158,270,256,116,46,190,288,4699,2013,0.42800000309944153,1566.3333740234375,2,,3,399.85167989590104,1199.5550396877031
b2d7e503679,5,52,52066,1,5,1,1,1,1,5,6,43,0,31,0,0,4,0,1,0,1,0,0,0,1,0,0,5107,238,639,733,670,190,431,359,162,152,294,257,9232,5107,0.5529999732971191,1846.4000244140625,2,,3,479.5096317501627,2397.548158750814
b3dba6ef026,5,52,52069,1,4,1,1,1,1,8,5,43,0,31,0,0,2,0,1,0,0,0,0,0,0,0,0,3339,34,574,802,583,196,399,115,214,169,216,404,7045,3339,0.4740000069141388,1761.25,2,,3,399.85167989590104,1599.4067195836042
b44116a803c,5,52,52035,2,2,1,4,1,6,3,5,11,1,11,1,1,2,1,1,1,0,0,1,1,1,1,0,4558,105,884,8261,1951,323,2202,1461,461,632,1095,1133,23066,4558,0.1979999989271164,11533.0,5,5,,344.37194416749753,688.7438883349951
b5004cdf1ce,5,52,52005,1,5,1,2,1,1,2,5,43,0,23,2,0,2,0,0,0,0,0,0,0,1,0,0,3606,45,391,1188,239,58,225,25,47,207,347,375,6753,3606,0.5339999794960022,1350.5999755859375,1,,2,322.5366089785296,1612.683044892648
b52223040cd,5,52,52005,1,6,1,3,2,1,2,8,43,0,23,2,0,4,0,1,0,0,0,0,0,1,0,0,5743,107,511,1217,343,175,321,166,120,128,163,279,9273,5743,0.6190000176429749,1545.5,2,,2,322.5366089785296,1935.2196538711778
b7adb65b941,5,52,52066,1,5,1,3,2,2,5,5,21,0,31,0,0,4,0,0,0,1,0,0,0,0,0,0,3647,282,326,269,269,41,207,64,57,115,110,127,5514,3647,0.6610000133514404,1102.800048828125,1,,1,479.5096317501627,2397.548158750814
bb0821ac306,5,52,52005,1,5,1,8,3,1,3,1,32,0,23,2,0,4,0,1,0,1,0,0,0,0,0,0,4312,296,857,2509,701,270,612,402,312,677,255,586,11789,4312,0.3659999966621399,2357.800048828125,3,,4,322.5366089785296,1612.683044892648
bbd47edb700,5,52,52066,1,6,1,2,1,2,5,7,21,0,21,2,1,5,0,1,0,0,0,0,0,0,0,0,4670,91,567,563,454,91,427,421,186,346,457,332,8605,4670,0.5429999828338623,1434.1666259765625,1,,2,479.5096317501627,2877.0577905009764
bc020855659,5,52,52069,1,4,3,1,1,1,8,7,21,0,31,0,1,2,0,0,0,0,1,0,1,0,0,0,4467,19,581,956,984,523,469,24,521,141,70,508,9263,4467,0.4819999933242798,2315.75,3,,4,399.85167989590104,1599.4067195836042
bc050e75633,5,52,52005,1,7,1,1,1,1,5,5,21,0,31,0,1,4,0,0,0,0,0,0,0,0,0,0,2918,51,232,360,238,119,134,7,62,89,122,118,4450,2918,0.656000018119812,635.7142944335938,1,,1,322.5366089785296,2257.756262849707
c077aaf81c0,5,52,52066,1,6,1,4,2,1,5,7,21,0,31,0,1,4,0,0,0,0,0,1,1,1,0,0,5071,109,668,840,612,296,509,31,440,124,51,294,9045,5071,0.5609999895095825,1507.5,2,,2,479.5096317501627,2877.0577905009764
c13d68ee7c6,5,52,52069,1,3,3,3,1,2,3,9,11,1,21,2,1,5,0,0,0,0,0,0,1,0,0,0,4359,137,234,2255,178,70,247,22,108,85,217,207,8119,4359,0.5370000004768372,2706.333251953125,3,,4,399.85167989590104,1199.5550396877031
c1d8512050b,5,52,52035,2,1,3,3,1,2,3,1,11,1,11,1,1,2,0,0,0,0,0,1,1,1,0,0,777,7,66,2334,109,103,84,91,38,7,28,153,3797,777,0.20499999821186066,3797.0,4,4,,344.37194416749753,344.37194416749753
c662175fd47,5,52,52069,1,3,3,3,1,1,8,5,21,0,31,0,1,4,0,0,0,0,0,0,0,0,0,0,4200,109,185,563,302,234,143,9,76,9,42,90,5962,4200,0.7039999961853027,1987.3333740234375,2,,3,399.85167989590104,1199.5550396877031
c874ab5a8b9,5,52,52066,1,5,1,1,1,1,2,5,43,0,31,0,0,2,0,0,0,0,0,0,0,0,0,0,2935,18,355,1257,202,81,210,8,35,97,176,357,5731,2935,0.5120000243186951,1146.199951171875,1,,1,479.5096317501627,2397.548158750814
ca69622bc76,5,52,52069,1,4,3,1,1,1,2,8,11,1,22,2,1,4,0,0,0,0,0,0,0,1,0,0,3008,21,311,1171,242,62,133,12,30,109,433,321,5853,3008,0.5139999985694885,1463.25,2,,2,399.85167989590104,1599.4067195836042
cc88f791301,5,52,52005,1,9,3,2,1,1,2,5,43,0,23,2,0,4,0,0,0,0,0,0,0,1,0,0,6036,130,283,943,334,86,229,13,65,124,254,152,8649,6036,0.6980000138282776,961.0,1,,1,322.5366089785296,2902.8294808067667
ce429da9bf6,5,52,52005,1,6,1,2,1,1,2,5,32,0,21,2,1,4,0,1,0,0,1,1,1,0,0,0,6755,184,582,1740,539,178,921,246,302,171,763,422,12803,6755,0.527999997138977,2133.833251953125,3,,4,322.5366089785296,1935.2196538711778
cfa19e01e3a,5,52,52066,1,5,1,3,2,1,2,8,21,0,21,2,1,6,0,1,0,0,1,0,1,0,0,1,3926,28,524,654,459,489,561,75,213,163,103,397,7592,3926,0.5170000195503235,1518.4000244140625,2,,2,479.5096317501627,2397.548158750814
d08d8dbbd21,5,52,52035,2,2,1,2,1,2,4,5,11,1,12,1,1,2,1,0,0,0,0,0,1,1,1,0,2918,29,352,1937,685,287,364,440,674,128,88,469,8371,2918,0.3490000069141388,4185.5,4,4,,344.37194416749753,688.7438883349951
d782ea5fcad,5,52,52005,1,6,1,1,0,1,2,5,43,0,31,0,0,4,0,1,0,0,0,0,0,1,0,0,7241,197,294,708,259,118,849,187,277,78,184,82,10474,7241,0.6909999847412109,1745.6666259765625,2,,3,322.5366089785296,1935.2196538711778
dd0151b6341,5,52,52069,1,5,3,1,1,1,3,5,21,0,22,2,1,3,0,0,0,0,0,1,0,1,0,0,4673,130,619,2099,259,150,199,31,90,255,285,760,9550,4673,0.48899999260902405,1910.0,2,,3,399.85167989590104,1999.2583994795052
e0c9ca75826,5,52,52005,1,6,1,3,2,1,2,7,11,1,22,2,1,4,0,1,0,0,0,0,0,1,0,0,4524,92,525,1258,278,210,390,116,158,171,266,344,8332,4524,0.5429999828338623,1388.6666259765625,1,,2,322.5366089785296,1935.2196538711778
e2ac96781ce,5,52,52035,2,2,3,8,1,2,3,1,11,1,21,2,1,2,0,1,0,0,0,1,1,1,1,1,2972,95,620,4639,334,300,996,735,221,221,526,674,12333,2972,0.2409999966621399,6166.5,5,5,,344.37194416749753,688.7438883349951
e9238ef6262,5,52,52066,1,5,1,2,1,1,3,7,32,0,31,0,0,4,0,0,0,0,0,0,0,1,0,0,4648,342,277,865,249,97,194,28,61,47,77,100,6985,4648,0.6650000214576721,1397.0,1,,2,479.5096317501627,2397.548158750814
eb3deaa128a,5,52,52035,2,1,2,4,1,2,3,1,11,1,11,1,1,2,0,1,0,0,0,1,1,0,1,0,1511,111,636,4205,626,201,914,847,515,111,886,663,11226,1511,0.13500000536441803,11226.0,5,5,,344.37194416749753,344.37194416749753
eb4aa3f51c3,5,52,52035,2,2,2,3,1,2,3,1,11,1,11,1,1,2,0,1,0,0,0,1,1,1,1,0,2388,25,334,3706,288,323,503,513,172,112,145,577,9086,2388,0.2630000114440918,4543.0,5,4,,344.37194416749753,688.7438883349951
ecb291b0f2c,5,52,52005,1,8,2,5,3,2,3,5,14,3,23,2,0,4,0,1,0,1,0,0,0,1,0,0,3870,138,559,1272,231,106,366,141,169,505,66,397,7820,3870,0.4950000047683716,977.5,1,,1,322.5366089785296,2580.292871828237
ed1cc346cae,5,52,52066,1,4,1,1,1,1,3,7,32,0,23,2,0,4,0,0,0,1,0,0,0,1,0,0,3277,193,305,595,201,93,152,17,40,43,79,134,5129,3277,0.6389999985694885,1282.25,1,,2,479.5096317501627,1918.038527000651
edde22c84f0,5,52,52066,1,4,3,1,1,1,2,6,43,0,31,0,0,4,0,0,0,0,0,0,0,1,0,0,4963,134,125,797,169,85,148,19,49,12,59,36,6596,4963,0.7519999742507935,1649.0,2,,3,479.5096317501627,1918.038527000651
f3b5ed6cfb0,5,52,52005,1,5,1,1,1,2,3,5,51,0,22,2,1,3,0,1,0,0,0,0,1,1,1,0,6619,321,648,1576,428,268,988,377,469,218,669,328,12909,6619,0.5130000114440918,2581.800048828125,3,,4,322.5366089785296,1612.683044892648
fcedfd53f66,5,52,52069,1,3,3,1,1,2,7,5,51,0,23,2,0,4,0,1,0,0,0,0,0,1,0,0,2264,87,323,855,263,34,187,224,67,36,172,229,4741,2264,0.4779999852180481,1580.3333740234375,2,,3,399.85167989590104,1199.5550396877031
fe711bd3ade,5,52,52066,1,7,1,2,1,2,3,1,21,0,31,0,1,5,0,1,0,0,1,1,1,0,0,0,6901,188,1085,3584,521,198,1196,268,484,1011,878,703,17017,6901,0.4059999883174896,2431.0,3,,4,479.5096317501627,3356.567422251139
04292745a63,5,53,53075,1,2,1,1,1,1,5,7,43,0,31,0,0,5,0,0,0,0,0,0,0,1,0,0,3778,240,454,562,393,67,271,125,95,97,291,211,6584,3778,0.5740000009536743,3292.0,4,,5,205.39256213402732,410.78512426805463
063d2c5b9b1,5,53,53082,1,4,1,2,1,1,2,5,43,0,31,0,0,4,0,0,0,0,0,0,0,0,0,0,4460,177,133,586,152,83,140,15,24,16,27,41,5854,4460,0.7620000243186951,1463.5,2,,2,357.67982303188023,1430.719292127521
0717cf02377,5,53,53098,1,7,1,3,1,1,5,5,43,0,31,0,0,4,0,0,0,0,0,0,1,0,0,0,5037,581,576,620,434,149,374,38,127,122,133,147,8338,5037,0.6039999723434448,1191.142822265625,1,,2,269.4313077423552,1886.0191541964864
08151fffd4b,5,53,53075,1,1,1,2,1,1,2,5,42,0,31,0,1,4,0,0,0,0,0,0,0,0,0,0,1699,145,107,774,158,52,197,12,30,0,65,102,3341,1699,0.5090000033378601,3341.0,4,,5,205.39256213402732,205.39256213402732
0a86994e4d5,5,53,53075,1,1,1,1,1,1,2,8,43,0,31,0,0,4,0,0,0,0,0,0,0,0,0,0,1055,63,51,304,91,16,34,7,6,4,54,29,1714,1055,0.6159999966621399,1714.0,2,,3,205.39256213402732,205.39256213402732
0ef7f26ff75,5,53,53082,1,3,1,1,1,1,3,7,32,0,31,0,0,4,0,1,0,0,0,0,0,0,0,0,3014,109,245,406,268,78,133,126,58,67,117,150,4771,3014,0.6320000290870667,1590.3333740234375,2,,3,357.67982303188023,1073.0394690956407
126f5095b92,5,53,53082,1,2,3,1,1,1,2,5,43,0,21,2,1,2,0,0,0,0,0,0,0,0,0,0,2522,11,202,1006,227,50,100,27,19,37,346,351,4898,2522,0.5149999856948853,2449.0,3,,4,357.67982303188023,715.3596460637605
1369ede591e,5,53,53075,1,2,1,3,2,1,3,5,21,0,31,0,1,4,0,0,0,0,0,1,0,1,0,0,2576,292,164,1826,218,83,221,31,56,20,50,216,5753,2576,0.4480000138282776,2876.5,4,,5,205.39256213402732,410.78512426805463
14eec770149,5,53,53026,1,3,1,1,0,1,3,5,32,0,31,0,0,4,0,0,0,0,0,0,0,0,0,0,2426,482,173,564,178,40,89,9,35,37,134,83,4250,2426,0.5709999799728394,1416.6666259765625,1,,2,242.09769681197142,726.2930904359142
14f0bcd8a83,5,53,53026,1,5,1,1,1,1,3,8,21,0,31,0,1,4,0,0,0,0,0,0,0,1,0,0,3057,102,414,1261,195,110,161,14,65,323,122,391,6215,3057,0.492000013589859,1243.0,1,,2,242.09769681197142,1210.488484059857
15e48ef9726,5,53,53098,1,4,1,1,1,1,2,7,11,1,31,0,0,4,0,0,0,0,0,0,0,0,0,0,5278,85,162,1026,126,87,121,0,25,11,26,43,6990,5278,0.7549999952316284,1747.5,2,,3,269.4313077423552,1077.7252309694209
1758b51a60d,5,53,53075,1,2,1,2,1,1,3,1,11,1,31,0,1,4,0,0,0,0,0,0,0,0,0,0,1384,23,207,1870,69,63,130,19,19,48,114,362,4308,1384,0.32100000977516174,2154.0,3,,4,205.39256213402732,410.78512426805463
1791e1a4298,5,53,53075,1,2,1,1,1,1,3,7,11,1,31,0,0,4,0,0,0,0,0,0,0,1,0,0,2362,300,164,762,134,42,89,10,19,13,44,94,4033,2362,0.5860000252723694,2016.5,3,,4,205.39256213402732,410.78512426805463
17e2d7f9c0e,5,53,53075,1,2,1,1,1,1,5,4,43,0,31,0,0,4,0,1,0,0,0,0,0,0,0,0,2646,136,199,214,225,41,143,165,43,28,104,92,4036,2646,0.656000018119812,2018.0,3,,4,205.39256213402732,410.78512426805463
1ed75644b12,5,53,53082,1,5,1,2,1,1,3,5,11,1,31,0,0,4,0,0,0,0,0,0,0,0,0,0,3204,170,215,994,171,80,84,11,37,109,38,190,5303,3204,0.6039999723434448,1060.5999755859375,1,,1,357.67982303188023,1788.3991151594012
24bc0183771,5,53,53098,1,3,1,1,0,1,2,7,14,3,23,2,0,4,0,1,0,0,0,0,0,0,0,0,2499,32,193,598,189,59,105,110,53,49,154,118,4159,2499,0.6010000109672546,1386.3333740234375,1,,2,269.4313077423552,808.2939232270656
25a8a69c3ab,5,53,53098,1,6,3,4,1,2,8,9,21,0,23,2,0,2,0,0,0,0,0,0,0,0,0,0,3313,82,511,1247,286,142,437,19,119,299,134,329,6918,3313,0.4790000021457672,1153.0,1,,1,269.4313077423552,1616.5878464541313
2e05746f62b,5,53,53026,1,4,1,1,1,1,1,5,41,0,96,2,1,4,0,1,0,0,0,0,0,0,0,0,3237,54,263,574,292,87,162,148,65,56,291,202,5431,3237,0.5960000157356262,1357.75,1,,2,242.09769681197142,968.3907872478857
30c6c375b80,5,53,53075,1,2,1,2,1,1,2,5,42,0,31,0,1,4,0,0,0,0,0,0,0,0,0,0,3366,90,147,688,192,166,205,8,48,7,35,81,5033,3366,0.6690000295639038,2516.5,3,,4,205.39256213402732,410.78512426805463
338c337deea,5,53,53082,1,4,1,1,1,1,5,7,43,0,31,0,0,4,0,0,0,0,0,0,0,0,0,0,3335,256,284,402,257,64,145,36,43,40,101,94,5057,3335,0.6589999794960022,1264.25,1,,2,357.67982303188023,1430.719292127521
3787760a8c3,5,53,53026,1,4,1,1,1,1,5,6,43,0,31,0,0,4,0,0,0,0,0,0,0,1,0,0,2107,205,335,600,350,105,157,46,53,47,145,107,4257,2107,0.4950000047683716,1064.25,1,,1,242.09769681197142,968.3907872478857
3b74027982c,5,53,53098,1,4,1,4,1,2,8,9,21,0,22,2,0,2,0,0,0,0,0,0,0,0,0,0,3214,131,462,1220,244,130,452,21,95,125,79,289,6462,3214,0.4970000088214874,1615.5,2,,3,269.4313077423552,1077.7252309694209
41cebb3f097,5,53,53082,1,4,2,1,1,1,2,9,43,0,31,0,0,4,0,0,0,0,0,0,0,0,0,0,4228,55,92,627,100,65,69,5,10,8,21,15,5295,4228,0.7979999780654907,1323.75,1,,2,357.67982303188023,1430.719292127521
42e83816032,5,53,53026,1,5,1,4,2,1,3,7,32,0,31,0,0,4,0,0,0,1,0,0,0,0,0,0,4650,535,242,1257,297,108,167,20,63,53,49,109,7550,4650,0.6159999966621399,1510.0,2,,2,242.09769681197142,1210.488484059857
443d1f37ba7,5,53,53026,1,6,1,2,1,2,5,5,21,0,31,0,0,4,0,0,0,0,0,0,0,0,0,0,4034,265,406,281,309,47,236,86,73,161,150,156,6204,4034,0.6499999761581421,1034.0,1,,1,242.09769681197142,1452.5861808718284
464e34ddc68,5,53,53098,1,3,1,4,1,2,8,9,21,0,22,2,0,2,0,0,0,0,0,0,0,0,0,0,3504,147,456,1487,251,145,481,30,96,93,78,310,7078,3504,0.4950000047683716,2359.333251953125,3,,4,269.4313077423552,808.2939232270656
49b9c254c8d,5,53,53098,1,5,1,3,2,2,3,5,21,0,22,2,1,5,0,0,0,0,0,0,0,0,0,0,4921,233,310,1455,240,96,494,34,137,136,350,146,8552,4921,0.574999988079071,1710.4000244140625,2,,3,269.4313077423552,1347.1565387117762
4b47172f406,5,53,53026,1,4,3,1,1,2,5,7,43,0,31,0,0,4,0,0,0,0,0,0,0,0,0,0,2220,136,229,195,181,28,126,46,37,56,94,96,3444,2220,0.6449999809265137,861.0,1,,1,242.09769681197142,968.3907872478857
4c1310c2d41,5,53,53082,1,2,1,1,1,1,3,7,32,0,31,0,0,4,0,0,0,0,0,0,0,0,0,0,1515,111,101,380,136,36,47,11,13,16,55,62,2483,1515,0.6100000143051147,1241.5,1,,2,357.67982303188023,715.3596460637605
4d1b287dea0,5,53,53026,1,3,1,4,1,1,3,5,32,0,31,0,0,4,0,0,0,0,0,0,0,1,0,0,3115,802,213,869,287,81,169,20,55,22,56,116,5805,3115,0.5370000004768372,1935.0,2,,3,242.09769681197142,726.2930904359142
4deada3caf1,5,53,53098,1,4,1,2,1,1,2,5,42,0,31,0,1,4,0,0,0,0,0,0,0,0,0,0,6210,106,252,889,273,293,274,9,90,20,69,100,8585,6210,0.7229999899864197,2146.25,3,,4,269.4313077423552,1077.7252309694209
517ca5a7af2,5,53,53026,1,3,1,2,1,1,5,7,43,0,31,0,0,5,0,0,0,0,0,0,0,0,0,0,2022,157,224,356,220,39,115,44,42,41,111,95,3466,2022,0.5830000042915344,1155.3333740234375,1,,1,242.09769681197142,726.2930904359142
543c773a418,5,53,53082,1,6,1,2,1,1,3,5,32,0,23,2,0,4,0,1,0,0,0,0,0,1,0,0,3590,82,283,639,219,135,166,97,74,157,100,219,5761,3590,0.6230000257492065,960.1666870117188,1,,1,357.67982303188023,2146.0789381912814
54ff2dc55e6,5,53,53026,1,4,1,4,1,1,5,7,43,0,31,0,0,4,0,1,0,1,0,0,0,0,0,0,2464,175,204,214,201,41,155,105,53,44,58,74,3788,2464,0.6499999761581421,947.0,1,,1,242.09769681197142,968.3907872478857
553f12c137b,5,53,53026,1,4,1,1,0,1,2,5,32,0,31,0,0,4,0,0,0,0,0,0,0,0,0,0,4934,104,107,771,113,68,163,9,32,7,41,26,6375,4934,0.7739999890327454,1593.75,2,,3,242.09769681197142,968.3907872478857
5609db0edb4,5,53,53026,1,5,1,1,1,1,2,7,43,0,23,2,0,4,0,0,0,0,0,0,0,1,0,0,3549,57,143,525,178,54,114,10,42,27,112,78,4889,3549,0.7260000109672546,977.7999877929688,1,,1,242.09769681197142,1210.488484059857
5a3df864b82,5,53,53082,1,4,2,1,1,1,3,5,11,1,31,0,0,4,0,1,0,0,0,0,0,1,0,0,3133,119,455,857,218,63,205,110,111,269,102,223,5865,3133,0.5339999794960022,1466.25,2,,2,357.67982303188023,1430.719292127521
5bed3a7f083,5,53,53075,1,2,1,1,1,1,3,5,32,0,31,0,0,4,0,0,0,0,0,0,0,0,0,0,1954,405,114,473,135,45,78,6,17,7,60,47,3341,1954,0.5849999785423279,1670.5,2,,3,205.39256213402732,410.78512426805463
5ea1ef93bc6,5,53,53098,1,6,1,2,1,2,5,5,21,0,31,0,0,4,0,0,0,0,0,0,0,0,0,0,4796,318,468,328,364,54,280,98,86,209,183,178,7362,4796,0.6510000228881836,1227.0,1,,2,269.4313077423552,1616.5878464541313
6065e42b291,5,53,53026,1,5,1,3,2,1,2,5,96,0,23,2,0,4,0,1,0,0,0,0,0,0,0,0,4576,189,302,1060,280,121,315,116,81,61,140,199,7440,4576,0.6150000095367432,1488.0,2,,2,242.09769681197142,1210.488484059857
6740495df58,5,53,53082,1,4,1,2,1,1,3,1,21,0,13,1,0,4,0,0,0,1,0,0,0,1,0,0,2416,104,447,1543,232,83,187,29,67,278,170,427,5983,2416,0.40400001406669617,1495.75,2,,2,357.67982303188023,1430.719292127521
6b54ab4a1d1,5,53,53098,1,5,1,1,1,1,4,5,43,0,31,0,0,2,0,0,0,0,0,0,0,0,0,0,3098,10,274,1074,376,45,106,19,34,94,544,245,5919,3098,0.5230000019073486,1183.800048828125,1,,1,269.4313077423552,1347.1565387117762
6b856eb7ac4,5,53,53098,1,7,1,2,1,1,2,8,43,0,31,0,0,4,0,0,0,0,0,0,0,0,0,0,8143,132,228,1081,183,150,161,12,33,53,45,53,10274,8143,0.7929999828338623,1467.7142333984375,2,,2,269.4313077423552,1886.0191541964864
6babeff80f0,5,53,53075,1,1,1,1,1,1,2,5,11,1,23,2,0,4,0,1,0,0,0,0,0,0,0,0,1452,53,147,677,159,25,79,113,35,10,159,111,3020,1452,0.48100000619888306,3020.0,4,,5,205.39256213402732,205.39256213402732
6cd89d3676c,5,53,53026,1,3,1,2,1,1,2,5,62,0,23,2,0,4,0,1,0,0,0,0,0,1,0,0,3783,172,316,829,230,78,317,165,93,29,109,189,6310,3783,0.6000000238418579,2103.333251953125,3,,4,242.09769681197142,726.2930904359142
7457baf7965,5,53,53098,1,4,1,3,1,2,8,5,43,0,22,2,0,4,0,0,0,0,0,0,0,0,0,0,4602,185,358,575,262,92,287,33,68,97,105,167,6831,4602,0.6740000247955322,1707.75,2,,3,269.4313077423552,1077.7252309694209
777e20ad0d5,5,53,53075,1,1,1,2,1,1,2,5,43,0,31,0,0,4,0,0,0,0,0,0,0,0,0,0,1778,361,70,633,120,29,122,10,19,0,80,36,3258,1778,0.5460000038146973,3258.0,4,,5,205.39256213402732,205.39256213402732
7901e7bed4e,5,53,53075,1,3,1,2,1,2,3,5,41,0,31,0,1,4,0,0,0,0,1,1,1,0,0,0,5221,151,290,1930,303,93,949,39,179,100,240,200,9695,5221,0.5389999747276306,3231.666748046875,4,,5,205.39256213402732,616.1776864020819
7909ffa571b,5,53,53026,1,4,1,1,0,1,2,5,96,0,23,2,0,4,0,1,0,0,0,0,0,0,0,0,2649,45,175,678,222,39,139,101,49,48,301,136,4582,2649,0.578000009059906,1145.5,1,,1,242.09769681197142,968.3907872478857
7d5050a4f71,5,53,53075,1,2,1,2,1,1,5,5,41,0,21,2,1,4,0,0,0,0,0,0,0,0,0,0,2338,80,152,511,181,59,112,18,24,12,78,108,3673,2338,0.6370000243186951,1836.5,2,,3,205.39256213402732,410.78512426805463
827d0f97dd9,5,53,53082,1,4,1,1,0,1,7,5,21,0,31,0,1,4,0,1,0,0,0,1,1,0,0,1,3510,53,398,704,658,119,340,257,225,87,258,365,6974,3510,0.503000020980835,1743.5,2,,3,357.67982303188023,1430.719292127521
836f8c52bd2,5,53,53082,1,2,2,1,1,1,1,5,14,3,22,2,1,5,0,0,0,0,0,0,0,1,0,0,2902,42,266,584,235,69,131,36,40,121,308,188,4922,2902,0.5899999737739563,2461.0,3,,4,357.67982303188023,715.3596460637605
8d79324853f,5,53,53075,1,2,1,1,0,1,5,5,43,0,23,2,0,4,0,0,0,0,0,0,0,0,0,0,2986,38,224,538,313,54,94,29,32,52,333,152,4845,2986,0.6159999966621399,2422.5,3,,4,205.39256213402732,410.78512426805463
8db5c76f0c9,5,53,53098,1,8,1,4,1,1,1,8,43,0,31,0,0,4,0,0,0,0,0,0,0,0,0,0,6938,306,410,1197,369,186,194,24,69,145,55,115,10008,6938,0.6930000185966492,1251.0,1,,2,269.4313077423552,2155.4504619388417
